stkcd,trdate,clprice
600887 伊利股份,2012/10/25,6.51
600893 中航動力,2012/10/25,11.007
600999 招商證券,2012/10/25,9.532
601006 大秦鐵路,2012/10/25,5.217
601088 中國神華,2012/10/25,21.839
601166 興業銀行,2012/10/25,7.305
601169 北京銀行,2012/10/25,4.379
601186 中國鐵建,2012/10/25,4.551
601288 農業銀行,2012/10/25,2.086
601318 中國平安,2012/10/25,19.574
601328 交通銀行,2012/10/25,3.7
601336 新華保險,2012/10/25,22.726
601390 中國中鐵,2012/10/25,2.524
601398 工商銀行,2012/10/25,3.222
601601 中國太保,2012/10/25,17.979
601628 中國人壽,2012/10/25,17.139
601668 中國建築,2012/10/25,2.806
601669 中國電建,2012/10/25,3.029
601688 華泰證券,2012/10/25,8.975
601766 中國中車,2012/10/25,4.025
601800 中國交建,2012/10/25,4.074
601818 光大銀行,2012/10/25,2.409
601857 中國石油,2012/10/25,8.042
601901 方正證券,2012/10/25,4.324
601988 中國銀行,2012/10/25,2.303
601989 中國重工,2012/10/25,4.544
601998 中信銀行,2012/10/25,3.338
600000 浦發銀行,2012/10/24,6.403
600010 包鋼股份,2012/10/24,2.885
600015 華夏銀行,2012/10/24,4.728
600016 民生銀行,2012/10/24,4.608
600018 上港集團,2012/10/24,2.244
600028 中國石化,2012/10/24,4.256
600030 中信證券,2012/10/24,10.836
600036 招商銀行,2012/10/24,8.852
600048 保利地產,2012/10/24,6.941
600050 中國聯通,2012/10/24,3.539
600104 上汽集團,2012/10/24,11.215
600109 國金證券,2012/10/24,7.363
600111 北方稀土,2012/10/24,20.524
600150 中國船舶,2012/10/24,19.928
600518 康美藥業,2012/10/24,7.906
600519 貴州茅台,2012/10/24,188.448
600585 海螺水泥,2012/10/24,15.208
600637 東方明珠,2012/10/24,16.433
600795 國電電力,2012/10/24,2.157
600837 海通證券,2012/10/24,8.874
600887 伊利股份,2012/10/24,6.623
600893 中航動力,2012/10/24,10.967
600999 招商證券,2012/10/24,9.607
601006 大秦鐵路,2012/10/24,5.243
601088 中國神華,2012/10/24,21.971
601166 興業銀行,2012/10/24,7.34
601169 北京銀行,2012/10/24,4.405
601186 中國鐵建,2012/10/24,4.57
601288 農業銀行,2012/10/24,2.094
601318 中國平安,2012/10/24,19.977
601328 交通銀行,2012/10/24,3.7
601336 新華保險,2012/10/24,22.943
601390 中國中鐵,2012/10/24,2.533
601398 工商銀行,2012/10/24,3.248
601601 中國太保,2012/10/24,18.073
601628 中國人壽,2012/10/24,17.273
601668 中國建築,2012/10/24,2.806
601669 中國電建,2012/10/24,2.966
601688 華泰證券,2012/10/24,9.051
601766 中國中車,2012/10/24,4.12
601800 中國交建,2012/10/24,4.092
601818 光大銀行,2012/10/24,2.409
601857 中國石油,2012/10/24,8.061
601901 方正證券,2012/10/24,4.344
601988 中國銀行,2012/10/24,2.311
601989 中國重工,2012/10/24,4.553
601998 中信銀行,2012/10/24,3.347
600000 浦發銀行,2012/10/23,6.386
600010 包鋼股份,2012/10/23,2.89
600015 華夏銀行,2012/10/23,4.717
600016 民生銀行,2012/10/23,4.655
600018 上港集團,2012/10/23,2.235
600028 中國石化,2012/10/23,4.249
600030 中信證券,2012/10/23,10.922
600036 招商銀行,2012/10/23,8.844
600048 保利地產,2012/10/23,6.923
600050 中國聯通,2012/10/23,3.529
600104 上汽集團,2012/10/23,11.147
600109 國金證券,2012/10/23,7.467
600111 北方稀土,2012/10/23,21.151
600150 中國船舶,2012/10/23,20.187
600518 康美藥業,2012/10/23,7.964
600519 貴州茅台,2012/10/23,187.239
600585 海螺水泥,2012/10/23,15.218
600637 東方明珠,2012/10/23,16.323
600795 國電電力,2012/10/23,2.139
600837 海通證券,2012/10/23,9.019
600887 伊利股份,2012/10/23,6.467
600893 中航動力,2012/10/23,11.224
600999 招商證券,2012/10/23,9.729
601006 大秦鐵路,2012/10/23,5.268
601088 中國神華,2012/10/23,21.877
601166 興業銀行,2012/10/23,7.346
601169 北京銀行,2012/10/23,4.398
601186 中國鐵建,2012/10/23,4.532
601288 農業銀行,2012/10/23,2.094
601318 中國平安,2012/10/23,20.015
601328 交通銀行,2012/10/23,3.683
601336 新華保險,2012/10/23,22.894
601390 中國中鐵,2012/10/23,2.514
601398 工商銀行,2012/10/23,3.256
601601 中國太保,2012/10/23,17.97
601628 中國人壽,2012/10/23,17.119
601668 中國建築,2012/10/23,2.797
601669 中國電建,2012/10/23,2.885
601688 華泰證券,2012/10/23,9.222
601766 中國中車,2012/10/23,4.12
601800 中國交建,2012/10/23,4.11
601818 光大銀行,2012/10/23,2.4
601857 中國石油,2012/10/23,8.061
601901 方正證券,2012/10/23,4.374
601988 中國銀行,2012/10/23,2.303
601989 中國重工,2012/10/23,4.573
601998 中信銀行,2012/10/23,3.347
600000 浦發銀行,2012/10/22,6.453
600010 包鋼股份,2012/10/22,2.627
600015 華夏銀行,2012/10/22,4.784
600016 民生銀行,2012/10/22,4.709
600018 上港集團,2012/10/22,2.253
600028 中國石化,2012/10/22,4.316
600030 中信證券,2012/10/22,11.216
600036 招商銀行,2012/10/22,8.895
600048 保利地產,2012/10/22,7.028
600050 中國聯通,2012/10/22,3.548
600104 上汽集團,2012/10/22,11.324
600109 國金證券,2012/10/22,7.789
600111 北方稀土,2012/10/22,21.177
600150 中國船舶,2012/10/22,20.467
600518 康美藥業,2012/10/22,8.215
600519 貴州茅台,2012/10/22,191.708
600585 海螺水泥,2012/10/22,15.846
600637 東方明珠,2012/10/22,16.094
600795 國電電力,2012/10/22,2.139
600837 海通證券,2012/10/22,9.25
600887 伊利股份,2012/10/22,6.513
600893 中航動力,2012/10/22,11.53
600999 招商證券,2012/10/22,9.992
601006 大秦鐵路,2012/10/22,5.268
601088 中國神華,2012/10/22,22.217
601166 興業銀行,2012/10/22,7.459
601169 北京銀行,2012/10/22,4.449
601186 中國鐵建,2012/10/22,4.551
601288 農業銀行,2012/10/22,2.103
601318 中國平安,2012/10/22,20.236
601328 交通銀行,2012/10/22,3.717
601336 新華保險,2012/10/22,22.923
601390 中國中鐵,2012/10/22,2.533
601398 工商銀行,2012/10/22,3.264
601601 中國太保,2012/10/22,18.111
601628 中國人壽,2012/10/22,17.369
601668 中國建築,2012/10/22,2.815
601669 中國電建,2012/10/22,2.921
601688 華泰證券,2012/10/22,9.488
601766 中國中車,2012/10/22,4.072
601800 中國交建,2012/10/22,4.164
601818 光大銀行,2012/10/22,2.418
601857 中國石油,2012/10/22,8.07
601901 方正證券,2012/10/22,4.473
601988 中國銀行,2012/10/22,2.303
601989 中國重工,2012/10/22,4.652
601998 中信銀行,2012/10/22,3.392
600000 浦發銀行,2012/10/19,6.394
600010 包鋼股份,2012/10/19,2.602
600015 華夏銀行,2012/10/19,4.733
600016 民生銀行,2012/10/19,4.639
600018 上港集團,2012/10/19,2.244
600028 中國石化,2012/10/19,4.296
600030 中信證券,2012/10/19,11.14
600036 招商銀行,2012/10/19,8.835
600048 保利地產,2012/10/19,6.941
600050 中國聯通,2012/10/19,3.558
600104 上汽集團,2012/10/19,11.299
600109 國金證券,2012/10/19,7.734
600111 北方稀土,2012/10/19,21.823
600150 中國船舶,2012/10/19,20.217
600518 康美藥業,2012/10/19,8.118
600519 貴州茅台,2012/10/19,193.59
600585 海螺水泥,2012/10/19,15.817
600637 東方明珠,2012/10/19,16.154
600795 國電電力,2012/10/19,2.113
600837 海通證券,2012/10/19,9.192
600887 伊利股份,2012/10/19,6.541
600893 中航動力,2012/10/19,11.649
600999 招商證券,2012/10/19,9.945
601006 大秦鐵路,2012/10/19,5.268
601088 中國神華,2012/10/19,21.999
601166 興業銀行,2012/10/19,7.37
601169 北京銀行,2012/10/19,4.411
601186 中國鐵建,2012/10/19,4.589
601288 農業銀行,2012/10/19,2.103
601318 中國平安,2012/10/19,20.13
601328 交通銀行,2012/10/19,3.692
601336 新華保險,2012/10/19,22.933
601390 中國中鐵,2012/10/19,2.552
601398 工商銀行,2012/10/19,3.264
601601 中國太保,2012/10/19,18.214
601628 中國人壽,2012/10/19,17.177
601668 中國建築,2012/10/19,2.833
601669 中國電建,2012/10/19,2.939
601688 華泰證券,2012/10/19,9.298
601766 中國中車,2012/10/19,4.082
601800 中國交建,2012/10/19,4.137
601818 光大銀行,2012/10/19,2.409
601857 中國石油,2012/10/19,8.152
601901 方正證券,2012/10/19,4.463
601988 中國銀行,2012/10/19,2.303
601989 中國重工,2012/10/19,4.662
601998 中信銀行,2012/10/19,3.383
600000 浦發銀行,2012/10/18,6.428
600010 包鋼股份,2012/10/18,2.592
600015 華夏銀行,2012/10/18,4.745
600016 民生銀行,2012/10/18,4.608
600018 上港集團,2012/10/18,2.244
600028 中國石化,2012/10/18,4.276
600030 中信證券,2012/10/18,11.216
600036 招商銀行,2012/10/18,8.878
600048 保利地產,2012/10/18,6.978
600050 中國聯通,2012/10/18,3.548
600104 上汽集團,2012/10/18,11.375
600109 國金證券,2012/10/18,7.482
600111 北方稀土,2012/10/18,22.005
600150 中國船舶,2012/10/18,20.098
600518 康美藥業,2012/10/18,8.21
600519 貴州茅台,2012/10/18,192.228
600585 海螺水泥,2012/10/18,15.508
600637 東方明珠,2012/10/18,16.403
600795 國電電力,2012/10/18,2.113
600837 海通證券,2012/10/18,9.299
600887 伊利股份,2012/10/18,6.516
600893 中航動力,2012/10/18,11.599
600999 招商證券,2012/10/18,10.001
601006 大秦鐵路,2012/10/18,5.277
601088 中國神華,2012/10/18,22.132
601166 興業銀行,2012/10/18,7.388
601169 北京銀行,2012/10/18,4.43
601186 中國鐵建,2012/10/18,4.655
601288 農業銀行,2012/10/18,2.094
601318 中國平安,2012/10/18,20.03
601328 交通銀行,2012/10/18,3.683
601336 新華保險,2012/10/18,22.706
601390 中國中鐵,2012/10/18,2.552
601398 工商銀行,2012/10/18,3.248
601601 中國太保,2012/10/18,18.073
601628 中國人壽,2012/10/18,17.052
601668 中國建築,2012/10/18,2.824
601669 中國電建,2012/10/18,2.939
601688 華泰證券,2012/10/18,9.308
601766 中國中車,2012/10/18,4.11
601800 中國交建,2012/10/18,4.119
601818 光大銀行,2012/10/18,2.409
601857 中國石油,2012/10/18,8.197
601901 方正證券,2012/10/18,4.493
601988 中國銀行,2012/10/18,2.32
601989 中國重工,2012/10/18,4.652
601998 中信銀行,2012/10/18,3.383
600000 浦發銀行,2012/10/17,6.369
600010 包鋼股份,2012/10/17,2.488
600015 華夏銀行,2012/10/17,4.694
600016 民生銀行,2012/10/17,4.523
600018 上港集團,2012/10/17,2.207
600028 中國石化,2012/10/17,4.202
600030 中信證券,2012/10/17,11.026
600036 招商銀行,2012/10/17,8.768
600048 保利地產,2012/10/17,6.558
600050 中國聯通,2012/10/17,3.481
600104 上汽集團,2012/10/17,10.97
600109 國金證券,2012/10/17,7.447
600111 北方稀土,2012/10/17,21.868
600150 中國船舶,2012/10/17,19.908
600518 康美藥業,2012/10/17,8.176
600519 貴州茅台,2012/10/17,190.361
600585 海螺水泥,2012/10/17,15.124
600637 東方明珠,2012/10/17,16.463
600795 國電電力,2012/10/17,2.078
600837 海通證券,2012/10/17,9.183
600887 伊利股份,2012/10/17,6.353
600893 中航動力,2012/10/17,11.481
600999 招商證券,2012/10/17,9.87
601006 大秦鐵路,2012/10/17,5.234
601088 中國神華,2012/10/17,21.716
601166 興業銀行,2012/10/17,7.316
601169 北京銀行,2012/10/17,4.386
601186 中國鐵建,2012/10/17,4.589
601288 農業銀行,2012/10/17,2.094
601318 中國平安,2012/10/17,19.91
601328 交通銀行,2012/10/17,3.667
601336 新華保險,2012/10/17,22.281
601390 中國中鐵,2012/10/17,2.533
601398 工商銀行,2012/10/17,3.214
601601 中國太保,2012/10/17,17.885
601628 中國人壽,2012/10/17,16.956
601668 中國建築,2012/10/17,2.779
601669 中國電建,2012/10/17,2.885
601688 華泰證券,2012/10/17,9.118
601766 中國中車,2012/10/17,4.044
601800 中國交建,2012/10/17,4.011
601818 光大銀行,2012/10/17,2.391
601857 中國石油,2012/10/17,8.179
601901 方正證券,2012/10/17,4.433
601988 中國銀行,2012/10/17,2.311
601989 中國重工,2012/10/17,4.612
601998 中信銀行,2012/10/17,3.356
600000 浦發銀行,2012/10/16,6.293
600010 包鋼股份,2012/10/16,2.483
600015 華夏銀行,2012/10/16,4.683
600016 民生銀行,2012/10/16,4.508
600018 上港集團,2012/10/16,2.198
600028 中國石化,2012/10/16,4.127
600030 中信證券,2012/10/16,11.064
600036 招商銀行,2012/10/16,8.725
600048 保利地產,2012/10/16,6.576
600050 中國聯通,2012/10/16,3.5
600104 上汽集團,2012/10/16,10.835
600109 國金證券,2012/10/16,7.566
600111 北方稀土,2012/10/16,21.32
600150 中國船舶,2012/10/16,19.908
600518 康美藥業,2012/10/16,8.239
600519 貴州茅台,2012/10/16,191.149
600585 海螺水泥,2012/10/16,14.908
600637 東方明珠,2012/10/16,16.284
600795 國電電力,2012/10/16,2.078
600837 海通證券,2012/10/16,9.26
600887 伊利股份,2012/10/16,6.415
600893 中航動力,2012/10/16,11.52
600999 招商證券,2012/10/16,9.823
601006 大秦鐵路,2012/10/16,5.208
601088 中國神華,2012/10/16,21.348
601166 興業銀行,2012/10/16,7.287
601169 北京銀行,2012/10/16,4.386
601186 中國鐵建,2012/10/16,4.551
601288 農業銀行,2012/10/16,2.086
601318 中國平安,2012/10/16,20.015
601328 交通銀行,2012/10/16,3.65
601336 新華保險,2012/10/16,22.963
601390 中國中鐵,2012/10/16,2.495
601398 工商銀行,2012/10/16,3.189
601601 中國太保,2012/10/16,18.252
601628 中國人壽,2012/10/16,17.656
601668 中國建築,2012/10/16,2.761
601669 中國電建,2012/10/16,2.867
601688 華泰證券,2012/10/16,9.07
601766 中國中車,2012/10/16,4.034
601800 中國交建,2012/10/16,3.885
601818 光大銀行,2012/10/16,2.383
601857 中國石油,2012/10/16,8.088
601901 方正證券,2012/10/16,4.403
601988 中國銀行,2012/10/16,2.303
601989 中國重工,2012/10/16,4.573
601998 中信銀行,2012/10/16,3.347
600000 浦發銀行,2012/10/15,6.251
600010 包鋼股份,2012/10/15,2.483
600015 華夏銀行,2012/10/15,4.565
600016 民生銀行,2012/10/15,4.469
600018 上港集團,2012/10/15,2.217
600028 中國石化,2012/10/15,4.141
600030 中信證券,2012/10/15,11.017
600036 招商銀行,2012/10/15,8.725
600048 保利地產,2012/10/15,6.582
600050 中國聯通,2012/10/15,3.51
600104 上汽集團,2012/10/15,11.046
600109 國金證券,2012/10/15,7.601
600111 北方稀土,2012/10/15,21.353
600150 中國船舶,2012/10/15,19.718
600518 康美藥業,2012/10/15,7.973
600519 貴州茅台,2012/10/15,188.012
600585 海螺水泥,2012/10/15,14.983
600637 東方明珠,2012/10/15,16.194
600795 國電電力,2012/10/15,2.078
600837 海通證券,2012/10/15,9.26
600887 伊利股份,2012/10/15,6.35
600893 中航動力,2012/10/15,11.392
600999 招商證券,2012/10/15,9.813
601006 大秦鐵路,2012/10/15,5.217
601088 中國神華,2012/10/15,21.499
601166 興業銀行,2012/10/15,7.222
601169 北京銀行,2012/10/15,4.341
601186 中國鐵建,2012/10/15,4.551
601288 農業銀行,2012/10/15,2.094
601318 中國平安,2012/10/15,19.996
601328 交通銀行,2012/10/15,3.65
601336 新華保險,2012/10/15,22.943
601390 中國中鐵,2012/10/15,2.505
601398 工商銀行,2012/10/15,3.189
601601 中國太保,2012/10/15,18.891
601628 中國人壽,2012/10/15,18.021
601668 中國建築,2012/10/15,2.761
601669 中國電建,2012/10/15,2.867
601688 華泰證券,2012/10/15,9.184
601766 中國中車,2012/10/15,4.025
601800 中國交建,2012/10/15,3.903
601818 光大銀行,2012/10/15,2.374
601857 中國石油,2012/10/15,8.079
601901 方正證券,2012/10/15,4.453
601988 中國銀行,2012/10/15,2.311
601989 中國重工,2012/10/15,4.553
601998 中信銀行,2012/10/15,3.329
600000 浦發銀行,2012/10/12,6.285
600010 包鋼股份,2012/10/12,2.512
600015 華夏銀行,2012/10/12,4.616
600016 民生銀行,2012/10/12,4.469
600018 上港集團,2012/10/12,2.235
600028 中國石化,2012/10/12,4.114
600030 中信證券,2012/10/12,10.96
600036 招商銀行,2012/10/12,8.768
600048 保利地產,2012/10/12,6.551
600050 中國聯通,2012/10/12,3.558
600104 上汽集團,2012/10/12,11.223
600109 國金證券,2012/10/12,7.63
600111 北方稀土,2012/10/12,21.862
600150 中國船舶,2012/10/12,20.127
600518 康美藥業,2012/10/12,7.848
600519 貴州茅台,2012/10/12,186.329
600585 海螺水泥,2012/10/12,14.983
600637 東方明珠,2012/10/12,16.284
600795 國電電力,2012/10/12,2.087
600837 海通證券,2012/10/12,9.212
600887 伊利股份,2012/10/12,6.372
600893 中航動力,2012/10/12,11.461
600999 招商證券,2012/10/12,9.879
601006 大秦鐵路,2012/10/12,5.217
601088 中國神華,2012/10/12,21.593
601166 興業銀行,2012/10/12,7.239
601169 北京銀行,2012/10/12,4.392
601186 中國鐵建,2012/10/12,4.589
601288 農業銀行,2012/10/12,2.086
601318 中國平安,2012/10/12,19.896
601328 交通銀行,2012/10/12,3.658
601336 新華保險,2012/10/12,22.746
601390 中國中鐵,2012/10/12,2.524
601398 工商銀行,2012/10/12,3.206
601601 中國太保,2012/10/12,18.779
601628 中國人壽,2012/10/12,17.762
601668 中國建築,2012/10/12,2.779
601669 中國電建,2012/10/12,2.876
601688 華泰證券,2012/10/12,9.184
601766 中國中車,2012/10/12,4.034
601800 中國交建,2012/10/12,3.894
601818 光大銀行,2012/10/12,2.383
601857 中國石油,2012/10/12,8.07
601901 方正證券,2012/10/12,4.413
601988 中國銀行,2012/10/12,2.303
601989 中國重工,2012/10/12,4.612
601998 中信銀行,2012/10/12,3.347
600000 浦發銀行,2012/10/11,6.251
600010 包鋼股份,2012/10/11,2.542
600015 華夏銀行,2012/10/11,4.582
600016 民生銀行,2012/10/11,4.431
600018 上港集團,2012/10/11,2.244
600028 中國石化,2012/10/11,4.168
600030 中信證券,2012/10/11,10.998
600036 招商銀行,2012/10/11,8.632
600048 保利地產,2012/10/11,6.613
600050 中國聯通,2012/10/11,3.519
600104 上汽集團,2012/10/11,11.173
600109 國金證券,2012/10/11,7.561
600111 北方稀土,2012/10/11,22.012
600150 中國船舶,2012/10/11,20.038
600518 康美藥業,2012/10/11,7.795
600519 貴州茅台,2012/10/11,185.12
600585 海螺水泥,2012/10/11,15.162
600637 東方明珠,2012/10/11,16.622
600795 國電電力,2012/10/11,2.104
600837 海通證券,2012/10/11,9.241
600887 伊利股份,2012/10/11,6.491
600893 中航動力,2012/10/11,11.471
600999 招商證券,2012/10/11,9.879
601006 大秦鐵路,2012/10/11,5.217
601088 中國神華,2012/10/11,21.423
601166 興業銀行,2012/10/11,7.18
601169 北京銀行,2012/10/11,4.379
601186 中國鐵建,2012/10/11,4.514
601288 農業銀行,2012/10/11,2.078
601318 中國平安,2012/10/11,19.958
601328 交通銀行,2012/10/11,3.641
601336 新華保險,2012/10/11,23.032
601390 中國中鐵,2012/10/11,2.485
601398 工商銀行,2012/10/11,3.189
601601 中國太保,2012/10/11,18.826
601628 中國人壽,2012/10/11,17.772
601668 中國建築,2012/10/11,2.806
601669 中國電建,2012/10/11,2.885
601688 華泰證券,2012/10/11,9.089
601766 中國中車,2012/10/11,3.996
601800 中國交建,2012/10/11,3.831
601818 光大銀行,2012/10/11,2.374
601857 中國石油,2012/10/11,8.042
601901 方正證券,2012/10/11,4.393
601988 中國銀行,2012/10/11,2.303
601989 中國重工,2012/10/11,4.652
601998 中信銀行,2012/10/11,3.329
600000 浦發銀行,2012/10/10,6.276
600010 包鋼股份,2012/10/10,2.592
600015 華夏銀行,2012/10/10,4.599
600016 民生銀行,2012/10/10,4.415
600018 上港集團,2012/10/10,2.262
600028 中國石化,2012/10/10,4.188
600030 中信證券,2012/10/10,11.207
600036 招商銀行,2012/10/10,8.641
600048 保利地產,2012/10/10,6.718
600050 中國聯通,2012/10/10,3.548
600104 上汽集團,2012/10/10,11.552
600109 國金證券,2012/10/10,7.71
600111 北方稀土,2012/10/10,22.084
600150 中國船舶,2012/10/10,20.897
600518 康美藥業,2012/10/10,7.949
600519 貴州茅台,2012/10/10,186.566
600585 海螺水泥,2012/10/10,14.993
600637 東方明珠,2012/10/10,16.881
600795 國電電力,2012/10/10,2.113
600837 海通證券,2012/10/10,9.443
600887 伊利股份,2012/10/10,6.522
600893 中航動力,2012/10/10,11.846
600999 招商證券,2012/10/10,10.076
601006 大秦鐵路,2012/10/10,5.208
601088 中國神華,2012/10/10,21.66
601166 興業銀行,2012/10/10,7.18
601169 北京銀行,2012/10/10,4.398
601186 中國鐵建,2012/10/10,4.4
601288 農業銀行,2012/10/10,2.069
601318 中國平安,2012/10/10,20.226
601328 交通銀行,2012/10/10,3.641
601336 新華保險,2012/10/10,24.297
601390 中國中鐵,2012/10/10,2.438
601398 工商銀行,2012/10/10,3.172
601601 中國太保,2012/10/10,19.032
601628 中國人壽,2012/10/10,18.203
601668 中國建築,2012/10/10,2.788
601669 中國電建,2012/10/10,2.876
601688 華泰證券,2012/10/10,9.308
601766 中國中車,2012/10/10,3.977
601800 中國交建,2012/10/10,3.804
601818 光大銀行,2012/10/10,2.374
601857 中國石油,2012/10/10,8.07
601901 方正證券,2012/10/10,4.443
601988 中國銀行,2012/10/10,2.294
601989 中國重工,2012/10/10,4.75
601998 中信銀行,2012/10/10,3.338
600000 浦發銀行,2012/10/09,6.285
600010 包鋼股份,2012/10/09,2.577
600015 華夏銀行,2012/10/09,4.604
600016 民生銀行,2012/10/09,4.438
600018 上港集團,2012/10/09,2.244
600028 中國石化,2012/10/09,4.168
600030 中信證券,2012/10/09,11.264
600036 招商銀行,2012/10/09,8.708
600048 保利地產,2012/10/09,6.675
600050 中國聯通,2012/10/09,3.539
600104 上汽集團,2012/10/09,11.636
600109 國金證券,2012/10/09,7.759
600111 北方稀土,2012/10/09,22.188
600150 中國船舶,2012/10/09,21.016
600518 康美藥業,2012/10/09,7.92
600519 貴州茅台,2012/10/09,186.818
600585 海螺水泥,2012/10/09,15.058
600637 東方明珠,2012/10/09,16.841
600795 國電電力,2012/10/09,2.113
600837 海通證券,2012/10/09,9.472
600887 伊利股份,2012/10/09,6.584
600893 中航動力,2012/10/09,11.668
600999 招商證券,2012/10/09,9.982
601006 大秦鐵路,2012/10/09,5.234
601088 中國神華,2012/10/09,21.707
601166 興業銀行,2012/10/09,7.186
601169 北京銀行,2012/10/09,4.392
601186 中國鐵建,2012/10/09,4.4
601288 農業銀行,2012/10/09,2.078
601318 中國平安,2012/10/09,20.298
601328 交通銀行,2012/10/09,3.65
601336 新華保險,2012/10/09,24.672
601390 中國中鐵,2012/10/09,2.447
601398 工商銀行,2012/10/09,3.172
601601 中國太保,2012/10/09,19.164
601628 中國人壽,2012/10/09,18.289
601668 中國建築,2012/10/09,2.788
601669 中國電建,2012/10/09,2.903
601688 華泰證券,2012/10/09,9.346
601766 中國中車,2012/10/09,3.968
601800 中國交建,2012/10/09,3.804
601818 光大銀行,2012/10/09,2.374
601857 中國石油,2012/10/09,8.052
601901 方正證券,2012/10/09,4.443
601988 中國銀行,2012/10/09,2.303
601989 中國重工,2012/10/09,4.75
601998 中信銀行,2012/10/09,3.356
600000 浦發銀行,2012/10/08,6.175
600010 包鋼股份,2012/10/08,2.503
600015 華夏銀行,2012/10/08,4.504
600016 民生銀行,2012/10/08,4.345
600018 上港集團,2012/10/08,2.207
600028 中國石化,2012/10/08,4.04
600030 中信證券,2012/10/08,10.912
600036 招商銀行,2012/10/08,8.607
600048 保利地產,2012/10/08,6.459
600050 中國聯通,2012/10/08,3.481
600104 上汽集團,2012/10/08,11.417
600109 國金證券,2012/10/08,7.675
600111 北方稀土,2012/10/08,21.647
600150 中國船舶,2012/10/08,20.697
600518 康美藥業,2012/10/08,7.635
600519 貴州茅台,2012/10/08,183.597
600585 海螺水泥,2012/10/08,14.627
600637 東方明珠,2012/10/08,15.895
600795 國電電力,2012/10/08,2.078
600837 海通證券,2012/10/08,9.154
600887 伊利股份,2012/10/08,6.495
600893 中航動力,2012/10/08,11.461
600999 招商證券,2012/10/08,9.635
601006 大秦鐵路,2012/10/08,5.2
601088 中國神華,2012/10/08,21.386
601166 興業銀行,2012/10/08,7.067
601169 北京銀行,2012/10/08,4.303
601186 中國鐵建,2012/10/08,4.278
601288 農業銀行,2012/10/08,2.061
601318 中國平安,2012/10/08,19.867
601328 交通銀行,2012/10/08,3.573
601336 新華保險,2012/10/08,24.159
601390 中國中鐵,2012/10/08,2.399
601398 工商銀行,2012/10/08,3.131
601601 中國太保,2012/10/08,18.807
601628 中國人壽,2012/10/08,18.069
601668 中國建築,2012/10/08,2.743
601669 中國電建,2012/10/08,2.759
601688 華泰證券,2012/10/08,9.051
601766 中國中車,2012/10/08,3.844
601800 中國交建,2012/10/08,3.723
601818 光大銀行,2012/10/08,2.329
601857 中國石油,2012/10/08,7.951
601901 方正證券,2012/10/08,4.224
601988 中國銀行,2012/10/08,2.278
601989 中國重工,2012/10/08,4.632
601998 中信銀行,2012/10/08,3.284
600000 浦發銀行,2012/09/28,6.226
600010 包鋼股份,2012/09/28,2.532
600015 華夏銀行,2012/09/28,4.509
600016 民生銀行,2012/09/28,4.369
600018 上港集團,2012/09/28,2.207
600028 中國石化,2012/09/28,4.04
600030 中信證券,2012/09/28,11.197
600036 招商銀行,2012/09/28,8.598
600048 保利地產,2012/09/28,6.657
600050 中國聯通,2012/09/28,3.548
600104 上汽集團,2012/09/28,11.417
600109 國金證券,2012/09/28,7.65
600111 北方稀土,2012/09/28,22.181
600150 中國船舶,2012/09/28,20.287
600518 康美藥業,2012/09/28,7.64
600519 貴州茅台,2012/09/28,188.081
600585 海螺水泥,2012/09/28,14.974
600637 東方明珠,2012/09/28,16.055
600795 國電電力,2012/09/28,2.096
600837 海通證券,2012/09/28,9.241
600887 伊利股份,2012/09/28,6.541
600893 中航動力,2012/09/28,11.55
600999 招商證券,2012/09/28,9.691
601006 大秦鐵路,2012/09/28,5.217
601088 中國神華,2012/09/28,21.726
601166 興業銀行,2012/09/28,7.121
601169 北京銀行,2012/09/28,4.341
601186 中國鐵建,2012/09/28,4.316
601288 農業銀行,2012/09/28,2.053
601318 中國平安,2012/09/28,20.102
601328 交通銀行,2012/09/28,3.607
601336 新華保險,2012/09/28,24.218
601390 中國中鐵,2012/09/28,2.409
601398 工商銀行,2012/09/28,3.131
601601 中國太保,2012/09/28,19.023
601628 中國人壽,2012/09/28,18.126
601668 中國建築,2012/09/28,2.779
601669 中國電建,2012/09/28,2.804
601688 華泰證券,2012/09/28,9.156
601766 中國中車,2012/09/28,3.901
601800 中國交建,2012/09/28,3.732
601818 光大銀行,2012/09/28,2.356
601857 中國石油,2012/09/28,8.006
601901 方正證券,2012/09/28,4.294
601988 中國銀行,2012/09/28,2.269
601989 中國重工,2012/09/28,4.671
601998 中信銀行,2012/09/28,3.302
600000 浦發銀行,2012/09/27,6.175
600010 包鋼股份,2012/09/27,2.483
600015 華夏銀行,2012/09/27,4.47
600016 民生銀行,2012/09/27,4.33
600018 上港集團,2012/09/27,2.189
600028 中國石化,2012/09/27,3.999
600030 中信證券,2012/09/27,10.96
600036 招商銀行,2012/09/27,8.531
600048 保利地產,2012/09/27,6.397
600050 中國聯通,2012/09/27,3.51
600104 上汽集團,2012/09/27,10.903
600109 國金證券,2012/09/27,7.106
600111 北方稀土,2012/09/27,21.496
600150 中國船舶,2012/09/27,20.157
600518 康美藥業,2012/09/27,7.413
600519 貴州茅台,2012/09/27,184.171
600585 海螺水泥,2012/09/27,14.721
600637 東方明珠,2012/09/27,16.065
600795 國電電力,2012/09/27,2.061
600837 海通證券,2012/09/27,9.086
600887 伊利股份,2012/09/27,6.366
600893 中航動力,2012/09/27,11.165
