stkcd	trdate	clprice
600030 中信證券	5/16/2013	11.966
600036 招商銀行	5/16/2013	11.738
600048 保利地產	5/16/2013	7.467
600050 中國聯通	5/16/2013	3.548
600104 上汽集團	5/16/2013	12.969
600109 國金證券	5/16/2013	7.932
600111 北方稀土	5/16/2013	18.275
600150 中國船舶	5/16/2013	19.009
600518 康美藥業	5/16/2013	8.244
600519 貴州茅台	5/16/2013	149.095
600585 海螺水泥	5/16/2013	16.155
600637 東方明珠	5/16/2013	20.792
600795 國電電力	5/16/2013	2.506
600837 海通證券	5/16/2013	10.639
600887 伊利股份	5/16/2013	9.188
600893 中航動力	5/16/2013	14.047
600999 招商證券	5/16/2013	11.907
601006 大秦鐵路	5/16/2013	5.97
601088 中國神華	5/16/2013	19.478
601166 興業銀行	5/16/2013	10.737
601169 北京銀行	5/16/2013	5.681
601186 中國鐵建	5/16/2013	4.956
601288 農業銀行	5/16/2013	2.27
601318 中國平安	5/16/2013	19.105
601328 交通銀行	5/16/2013	3.946
601336 新華保險	5/16/2013	24.099
601390 中國中鐵	5/16/2013	2.744
601398 工商銀行	5/16/2013	3.414
601601 中國太保	5/16/2013	17.744
601628 中國人壽	5/16/2013	15.892
601668 中國建築	5/16/2013	3.413
601669 中國電建	5/16/2013	3.127
601688 華泰證券	5/16/2013	9.308
601766 中國中車	5/16/2013	3.996
601800 中國交建	5/16/2013	4.469
601818 光大銀行	5/16/2013	2.79
601857 中國石油	5/16/2013	7.76
601901 方正證券	5/16/2013	7.415
601988 中國銀行	5/16/2013	2.446
601989 中國重工	5/16/2013	4.445
601998 中信銀行	5/16/2013	3.971
600000 浦發銀行	5/15/2013	8.427
600010 包鋼股份	5/15/2013	2.359
600015 華夏銀行	5/15/2013	5.894
600016 民生銀行	5/15/2013	7.84
600018 上港集團	5/15/2013	2.498
600028 中國石化	5/15/2013	4.465
600030 中信證券	5/15/2013	11.653
600036 招商銀行	5/15/2013	11.501
600048 保利地產	5/15/2013	7.158
600050 中國聯通	5/15/2013	3.471
600104 上汽集團	5/15/2013	12.783
600109 國金證券	5/15/2013	7.932
600111 北方稀土	5/15/2013	18.13
600150 中國船舶	5/15/2013	18.999
600518 康美藥業	5/15/2013	8.384
600519 貴州茅台	5/15/2013	148.95
600585 海螺水泥	5/15/2013	15.892
600637 東方明珠	5/15/2013	20.972
600795 國電電力	5/15/2013	2.48
600837 海通證券	5/15/2013	10.263
600887 伊利股份	5/15/2013	9
600893 中航動力	5/15/2013	14.047
600999 招商證券	5/15/2013	11.504
601006 大秦鐵路	5/15/2013	6.03
601088 中國神華	5/15/2013	19.309
601166 興業銀行	5/15/2013	10.589
601169 北京銀行	5/15/2013	5.58
601186 中國鐵建	5/15/2013	4.919
601288 農業銀行	5/15/2013	2.261
601318 中國平安	5/15/2013	18.544
601328 交通銀行	5/15/2013	3.921
601336 新華保險	5/15/2013	23.091
601390 中國中鐵	5/15/2013	2.724
601398 工商銀行	5/15/2013	3.389
601601 中國太保	5/15/2013	17.434
601628 中國人壽	5/15/2013	15.604
601668 中國建築	5/15/2013	3.322
601669 中國電建	5/15/2013	3.073
601688 華泰證券	5/15/2013	9.023
601766 中國中車	5/15/2013	3.977
601800 中國交建	5/15/2013	4.442
601818 光大銀行	5/15/2013	2.755
601857 中國石油	5/15/2013	7.705
601901 方正證券	5/15/2013	7.167
601988 中國銀行	5/15/2013	2.429
601989 中國重工	5/15/2013	4.317
601998 中信銀行	5/15/2013	3.899
600000 浦發銀行	5/14/2013	8.411
600010 包鋼股份	5/14/2013	2.349
600015 華夏銀行	5/14/2013	5.883
600016 民生銀行	5/14/2013	7.817
600018 上港集團	5/14/2013	2.498
600028 中國石化	5/14/2013	4.458
600030 中信證券	5/14/2013	11.596
600036 招商銀行	5/14/2013	11.281
600048 保利地產	5/14/2013	7.17
600050 中國聯通	5/14/2013	3.462
600104 上汽集團	5/14/2013	12.733
600109 國金證券	5/14/2013	7.932
600111 北方稀土	5/14/2013	18.13
600150 中國船舶	5/14/2013	18.799
600518 康美藥業	5/14/2013	8.128
600519 貴州茅台	5/14/2013	146.295
600585 海螺水泥	5/14/2013	15.939
600637 東方明珠	5/14/2013	20.185
600795 國電電力	5/14/2013	2.454
600837 海通證券	5/14/2013	10.176
600887 伊利股份	5/14/2013	8.908
600893 中航動力	5/14/2013	14.047
600999 招商證券	5/14/2013	11.4
601006 大秦鐵路	5/14/2013	6.021
601088 中國神華	5/14/2013	19.365
601166 興業銀行	5/14/2013	10.607
601169 北京銀行	5/14/2013	5.561
601186 中國鐵建	5/14/2013	4.872
601288 農業銀行	5/14/2013	2.253
601318 中國平安	5/14/2013	18.712
601328 交通銀行	5/14/2013	3.912
601336 新華保險	5/14/2013	22.904
601390 中國中鐵	5/14/2013	2.705
601398 工商銀行	5/14/2013	3.406
601601 中國太保	5/14/2013	17.424
601628 中國人壽	5/14/2013	15.729
601668 中國建築	5/14/2013	3.34
601669 中國電建	5/14/2013	3.065
601688 華泰證券	5/14/2013	8.994
601766 中國中車	5/14/2013	3.949
601800 中國交建	5/14/2013	4.442
601818 光大銀行	5/14/2013	2.746
601857 中國石油	5/14/2013	7.696
601901 方正證券	5/14/2013	7.246
601988 中國銀行	5/14/2013	2.42
601989 中國重工	5/14/2013	4.229
601998 中信銀行	5/14/2013	3.917
600000 浦發銀行	5/13/2013	8.453
600010 包鋼股份	5/13/2013	2.378
600015 華夏銀行	5/13/2013	5.939
600016 民生銀行	5/13/2013	7.956
600018 上港集團	5/13/2013	2.489
600028 中國石化	5/13/2013	4.512
600030 中信證券	5/13/2013	11.814
600036 招商銀行	5/13/2013	11.163
600048 保利地產	5/13/2013	7.393
600050 中國聯通	5/13/2013	3.529
600104 上汽集團	5/13/2013	12.986
600109 國金證券	5/13/2013	7.932
600111 北方稀土	5/13/2013	18.672
600150 中國船舶	5/13/2013	19.228
600518 康美藥業	5/13/2013	8.282
600519 貴州茅台	5/13/2013	151.261
600585 海螺水泥	5/13/2013	16.37
600637 東方明珠	5/13/2013	20.404
600795 國電電力	5/13/2013	2.489
600837 海通證券	5/13/2013	10.321
600887 伊利股份	5/13/2013	8.911
600893 中航動力	5/13/2013	14.047
600999 招商證券	5/13/2013	11.616
601006 大秦鐵路	5/13/2013	6.098
601088 中國神華	5/13/2013	19.752
601166 興業銀行	5/13/2013	10.643
601169 北京銀行	5/13/2013	5.631
601186 中國鐵建	5/13/2013	4.947
601288 農業銀行	5/13/2013	2.278
601318 中國平安	5/13/2013	19.263
601328 交通銀行	5/13/2013	3.963
601336 新華保險	5/13/2013	23.674
601390 中國中鐵	5/13/2013	2.734
601398 工商銀行	5/13/2013	3.423
601601 中國太保	5/13/2013	18.036
601628 中國人壽	5/13/2013	15.969
601668 中國建築	5/13/2013	3.386
601669 中國電建	5/13/2013	3.118
601688 華泰證券	5/13/2013	9.194
601766 中國中車	5/13/2013	3.968
601800 中國交建	5/13/2013	4.523
601818 光大銀行	5/13/2013	2.763
601857 中國石油	5/13/2013	7.751
601901 方正證券	5/13/2013	7.177
601988 中國銀行	5/13/2013	2.437
601989 中國重工	5/13/2013	4.357
601998 中信銀行	5/13/2013	3.962
600000 浦發銀行	5/10/2013	8.461
600010 包鋼股份	5/10/2013	2.383
600015 華夏銀行	5/10/2013	5.951
600016 民生銀行	5/10/2013	8.011
600018 上港集團	5/10/2013	2.489
600028 中國石化	5/10/2013	4.505
600030 中信證券	5/10/2013	12.004
600036 招商銀行	5/10/2013	10.79
600048 保利地產	5/10/2013	7.492
600050 中國聯通	5/10/2013	3.519
600104 上汽集團	5/10/2013	13.416
600109 國金證券	5/10/2013	7.932
600111 北方稀土	5/10/2013	18.554
600150 中國船舶	5/10/2013	18.699
600518 康美藥業	5/10/2013	8.403
600519 貴州茅台	5/10/2013	150.824
600585 海螺水泥	5/10/2013	16.483
600637 東方明珠	5/10/2013	20.225
600795 國電電力	5/10/2013	2.532
600837 海通證券	5/10/2013	10.514
600887 伊利股份	5/10/2013	8.893
600893 中航動力	5/10/2013	14.047
600999 招商證券	5/10/2013	11.879
601006 大秦鐵路	5/10/2013	6.166
601088 中國神華	5/10/2013	19.733
601166 興業銀行	5/10/2013	10.826
601169 北京銀行	5/10/2013	5.668
601186 中國鐵建	5/10/2013	5.051
601288 農業銀行	5/10/2013	2.286
601318 中國平安	5/10/2013	19.699
601328 交通銀行	5/10/2013	4.014
601336 新華保險	5/10/2013	24.099
601390 中國中鐵	5/10/2013	2.772
601398 工商銀行	5/10/2013	3.431
601601 中國太保	5/10/2013	18.186
601628 中國人壽	5/10/2013	16.208
601668 中國建築	5/10/2013	3.395
601669 中國電建	5/10/2013	3.136
601688 華泰證券	5/10/2013	9.308
601766 中國中車	5/10/2013	3.892
601800 中國交建	5/10/2013	4.55
601818 光大銀行	5/10/2013	2.781
601857 中國石油	5/10/2013	7.796
601901 方正證券	5/10/2013	7.206
601988 中國銀行	5/10/2013	2.446
601989 中國重工	5/10/2013	4.278
601998 中信銀行	5/10/2013	3.98
600000 浦發銀行	5/9/2013	8.411
600010 包鋼股份	5/9/2013	2.383
600015 華夏銀行	5/9/2013	5.906
600016 民生銀行	5/9/2013	8.003
600018 上港集團	5/9/2013	2.462
600028 中國石化	5/9/2013	4.525
600030 中信證券	5/9/2013	12.004
600036 招商銀行	5/9/2013	10.435
600048 保利地產	5/9/2013	7.411
600050 中國聯通	5/9/2013	3.5
600104 上汽集團	5/9/2013	13.34
600109 國金證券	5/9/2013	7.932
600111 北方稀土	5/9/2013	18.691
600150 中國船舶	5/9/2013	18.509
600518 康美藥業	5/9/2013	8.403
600519 貴州茅台	5/9/2013	150.878
600585 海螺水泥	5/9/2013	16.464
600637 東方明珠	5/9/2013	20.852
600795 國電電力	5/9/2013	2.532
600837 海通證券	5/9/2013	10.543
600887 伊利股份	5/9/2013	8.896
600893 中航動力	5/9/2013	14.047
600999 招商證券	5/9/2013	11.748
601006 大秦鐵路	5/9/2013	6.141
601088 中國神華	5/9/2013	19.393
601166 興業銀行	5/9/2013	10.803
601169 北京銀行	5/9/2013	5.618
601186 中國鐵建	5/9/2013	5.06
601288 農業銀行	5/9/2013	2.286
601318 中國平安	5/9/2013	19.704
601328 交通銀行	5/9/2013	4.005
601336 新華保險	5/9/2013	23.941
601390 中國中鐵	5/9/2013	2.782
601398 工商銀行	5/9/2013	3.414
601601 中國太保	5/9/2013	17.998
601628 中國人壽	5/9/2013	16.16
601668 中國建築	5/9/2013	3.304
601669 中國電建	5/9/2013	3.118
601688 華泰證券	5/9/2013	9.279
601766 中國中車	5/9/2013	3.882
601800 中國交建	5/9/2013	4.523
601818 光大銀行	5/9/2013	2.755
601857 中國石油	5/9/2013	7.778
601901 方正證券	5/9/2013	7.266
601988 中國銀行	5/9/2013	2.437
601989 中國重工	5/9/2013	4.229
601998 中信銀行	5/9/2013	3.944
600000 浦發銀行	5/8/2013	8.478
600010 包鋼股份	5/8/2013	2.418
600015 華夏銀行	5/8/2013	5.995
600016 民生銀行	5/8/2013	8.018
600018 上港集團	5/8/2013	2.462
600028 中國石化	5/8/2013	4.62
600030 中信證券	5/8/2013	12.08
600036 招商銀行	5/8/2013	10.579
600048 保利地產	5/8/2013	7.566
600050 中國聯通	5/8/2013	3.567
600104 上汽集團	5/8/2013	13.82
600109 國金證券	5/8/2013	7.942
600111 北方稀土	5/8/2013	18.841
600150 中國船舶	5/8/2013	18.679
600518 康美藥業	5/8/2013	8.645
600519 貴州茅台	5/8/2013	144.535
600585 海螺水泥	5/8/2013	17.12
600637 東方明珠	5/8/2013	20.822
600795 國電電力	5/8/2013	2.55
600837 海通證券	5/8/2013	10.553
600887 伊利股份	5/8/2013	9.105
600893 中航動力	5/8/2013	14.047
600999 招商證券	5/8/2013	11.842
601006 大秦鐵路	5/8/2013	6.252
601088 中國神華	5/8/2013	19.62
601166 興業銀行	5/8/2013	10.921
601169 北京銀行	5/8/2013	5.694
601186 中國鐵建	5/8/2013	5.098
601288 農業銀行	5/8/2013	2.295
601318 中國平安	5/8/2013	19.977
601328 交通銀行	5/8/2013	4.005
601336 新華保險	5/8/2013	24.613
601390 中國中鐵	5/8/2013	2.82
601398 工商銀行	5/8/2013	3.423
601601 中國太保	5/8/2013	18.224
601628 中國人壽	5/8/2013	16.41
601668 中國建築	5/8/2013	3.377
601669 中國電建	5/8/2013	3.145
601688 華泰證券	5/8/2013	9.412
601766 中國中車	5/8/2013	3.92
601800 中國交建	5/8/2013	4.523
601818 光大銀行	5/8/2013	2.781
601857 中國石油	5/8/2013	7.805
601901 方正證券	5/8/2013	7.355
601988 中國銀行	5/8/2013	2.446
601989 中國重工	5/8/2013	4.268
601998 中信銀行	5/8/2013	3.98
600000 浦發銀行	5/7/2013	8.486
600010 包鋼股份	5/7/2013	2.428
600015 華夏銀行	5/7/2013	6.001
600016 民生銀行	5/7/2013	8.003
600018 上港集團	5/7/2013	2.444
600028 中國石化	5/7/2013	4.62
600030 中信證券	5/7/2013	12.166
600036 招商銀行	5/7/2013	10.57
600048 保利地產	5/7/2013	7.566
600050 中國聯通	5/7/2013	3.548
600104 上汽集團	5/7/2013	13.095
600109 國金證券	5/7/2013	7.848
600111 北方稀土	5/7/2013	18.965
600150 中國船舶	5/7/2013	18.469
600518 康美藥業	5/7/2013	8.577
600519 貴州茅台	5/7/2013	143.616
600585 海螺水泥	5/7/2013	17.223
600637 東方明珠	5/7/2013	20.872
600795 國電電力	5/7/2013	2.567
600837 海通證券	5/7/2013	10.717
600887 伊利股份	5/7/2013	8.982
600893 中航動力	5/7/2013	14.047
600999 招商證券	5/7/2013	12.011
601006 大秦鐵路	5/7/2013	6.158
601088 中國神華	5/7/2013	19.535
601166 興業銀行	5/7/2013	10.969
601169 北京銀行	5/7/2013	5.631
601186 中國鐵建	5/7/2013	5.032
601288 農業銀行	5/7/2013	2.278
601318 中國平安	5/7/2013	19.804
601328 交通銀行	5/7/2013	3.963
601336 新華保險	5/7/2013	24.613
601390 中國中鐵	5/7/2013	2.791
601398 工商銀行	5/7/2013	3.414
601601 中國太保	5/7/2013	17.725
601628 中國人壽	5/7/2013	16.275
601668 中國建築	5/7/2013	3.377
601669 中國電建	5/7/2013	3.127
601688 華泰證券	5/7/2013	9.498
601766 中國中車	5/7/2013	3.873
601800 中國交建	5/7/2013	4.514
601818 光大銀行	5/7/2013	2.781
601857 中國石油	5/7/2013	7.778
601901 方正證券	5/7/2013	7.544
601988 中國銀行	5/7/2013	2.437
601989 中國重工	5/7/2013	4.219
601998 中信銀行	5/7/2013	3.962
600000 浦發銀行	5/6/2013	8.546
600010 包鋼股份	5/6/2013	2.398
600015 華夏銀行	5/6/2013	6.085
600016 民生銀行	5/6/2013	7.941
600018 上港集團	5/6/2013	2.444
600028 中國石化	5/6/2013	4.647
600030 中信證券	5/6/2013	12.308
600036 招商銀行	5/6/2013	10.604
600048 保利地產	5/6/2013	7.479
600050 中國聯通	5/6/2013	3.577
600104 上汽集團	5/6/2013	13.002
600109 國金證券	5/6/2013	7.967
600111 北方稀土	5/6/2013	18.208
600150 中國船舶	5/6/2013	18.389
600518 康美藥業	5/6/2013	8.732
600519 貴州茅台	5/6/2013	136.049
600585 海螺水泥	5/6/2013	16.848
600637 東方明珠	5/6/2013	20.932
600795 國電電力	5/6/2013	2.541
600837 海通證券	5/6/2013	10.9
600887 伊利股份	5/6/2013	9.163
600893 中航動力	5/6/2013	14.047
600999 招商證券	5/6/2013	12.208
601006 大秦鐵路	5/6/2013	6.106
601088 中國神華	5/6/2013	19.507
601166 興業銀行	5/6/2013	11.123
601169 北京銀行	5/6/2013	5.719
601186 中國鐵建	5/6/2013	4.966
601288 農業銀行	5/6/2013	2.27
601318 中國平安	5/6/2013	19.905
601328 交通銀行	5/6/2013	3.997
601336 新華保險	5/6/2013	24.811
601390 中國中鐵	5/6/2013	2.801
601398 工商銀行	5/6/2013	3.423
601601 中國太保	5/6/2013	17.979
601628 中國人壽	5/6/2013	16.304
601668 中國建築	5/6/2013	3.34
601669 中國電建	5/6/2013	3.082
601688 華泰證券	5/6/2013	9.678
601766 中國中車	5/6/2013	3.844
601800 中國交建	5/6/2013	4.496
601818 光大銀行	5/6/2013	2.799
601857 中國石油	5/6/2013	7.787
601901 方正證券	5/6/2013	7.723
601988 中國銀行	5/6/2013	2.437
601989 中國重工	5/6/2013	4.111
601998 中信銀行	5/6/2013	3.998
600000 浦發銀行	5/3/2013	8.444
600010 包鋼股份	5/3/2013	2.344
600015 華夏銀行	5/3/2013	6.051
600016 民生銀行	5/3/2013	7.91
600018 上港集團	5/3/2013	2.425
600028 中國石化	5/3/2013	4.566
600030 中信證券	5/3/2013	12.213
600036 招商銀行	5/3/2013	10.452
600048 保利地產	5/3/2013	7.448
600050 中國聯通	5/3/2013	3.5
600104 上汽集團	5/3/2013	12.867
600109 國金證券	5/3/2013	7.695
600111 北方稀土	5/3/2013	17.341
600150 中國船舶	5/3/2013	18.19
600518 康美藥業	5/3/2013	8.669
600519 貴州茅台	5/3/2013	131.955
600585 海螺水泥	5/3/2013	16.614
600637 東方明珠	5/3/2013	20.673
600795 國電電力	5/3/2013	2.55
600837 海通證券	5/3/2013	10.803
600887 伊利股份	5/3/2013	9.009
600893 中航動力	5/3/2013	14.047
600999 招商證券	5/3/2013	11.86
601006 大秦鐵路	5/3/2013	6.012
601088 中國神華	5/3/2013	19.356
601166 興業銀行	5/3/2013	11.04
601169 北京銀行	5/3/2013	5.681
601186 中國鐵建	5/3/2013	4.89
601288 農業銀行	5/3/2013	2.27
601318 中國平安	5/3/2013	19.694
601328 交通銀行	5/3/2013	3.971
601336 新華保險	5/3/2013	24.603
601390 中國中鐵	5/3/2013	2.753
601398 工商銀行	5/3/2013	3.406
601601 中國太保	5/3/2013	17.857
601628 中國人壽	5/3/2013	16.256
601668 中國建築	5/3/2013	3.232
601669 中國電建	5/3/2013	3.047
601688 華泰證券	5/3/2013	9.554
601766 中國中車	5/3/2013	3.816
601800 中國交建	5/3/2013	4.415
601818 光大銀行	5/3/2013	2.755
601857 中國石油	5/3/2013	7.751
601901 方正證券	5/3/2013	7.634
601988 中國銀行	5/3/2013	2.429
601989 中國重工	5/3/2013	4.062
601998 中信銀行	5/3/2013	3.89
600000 浦發銀行	5/2/2013	8.284
600010 包鋼股份	5/2/2013	2.324
600015 華夏銀行	5/2/2013	5.939
600016 民生銀行	5/2/2013	7.732
600018 上港集團	5/2/2013	2.398
600028 中國石化	5/2/2013	4.505
600030 中信證券	5/2/2013	11.852
600036 招商銀行	5/2/2013	10.24
600048 保利地產	5/2/2013	7.343
600050 中國聯通	5/2/2013	3.442
600104 上汽集團	5/2/2013	12.564
600109 國金證券	5/2/2013	7.502
600111 北方稀土	5/2/2013	17.295
600150 中國船舶	5/2/2013	17.96
600518 康美藥業	5/2/2013	8.616
600519 貴州茅台	5/2/2013	130.93
600585 海螺水泥	5/2/2013	16.361
600637 東方明珠	5/2/2013	20.225
600795 國電電力	5/2/2013	2.506
600837 海通證券	5/2/2013	10.389
600887 伊利股份	5/2/2013	8.742
600893 中航動力	5/2/2013	14.047
600999 招商證券	5/2/2013	11.382
601006 大秦鐵路	5/2/2013	6.012
601088 中國神華	5/2/2013	19.139
601166 興業銀行	5/2/2013	10.797
601169 北京銀行	5/2/2013	5.58
601186 中國鐵建	5/2/2013	4.872
601288 農業銀行	5/2/2013	2.253
601318 中國平安	5/2/2013	19.186
601328 交通銀行	5/2/2013	3.929
601336 新華保險	5/2/2013	24.149
601390 中國中鐵	5/2/2013	2.734
601398 工商銀行	5/2/2013	3.398
601601 中國太保	5/2/2013	17.65
601628 中國人壽	5/2/2013	16.151
601668 中國建築	5/2/2013	3.132
601669 中國電建	5/2/2013	3.011
601688 華泰證券	5/2/2013	9.317
601766 中國中車	5/2/2013	3.74
601800 中國交建	5/2/2013	4.371
601818 光大銀行	5/2/2013	2.701
601857 中國石油	5/2/2013	7.687
601901 方正證券	5/2/2013	7.395
601988 中國銀行	5/2/2013	2.404
601989 中國重工	5/2/2013	4.012
601998 中信銀行	5/2/2013	3.826
600000 浦發銀行	4/26/2013	8.335
600010 包鋼股份	4/26/2013	2.339
600015 華夏銀行	4/26/2013	5.872
600016 民生銀行	4/26/2013	7.593
600018 上港集團	4/26/2013	2.407
600028 中國石化	4/26/2013	4.539
600030 中信證券	4/26/2013	11.795
600036 招商銀行	4/26/2013	10.283
600048 保利地產	4/26/2013	7.195
600050 中國聯通	4/26/2013	3.433
600104 上汽集團	4/26/2013	12.564
600109 國金證券	4/26/2013	7.339
600111 北方稀土	4/26/2013	18
600150 中國船舶	4/26/2013	18.29
600518 康美藥業	4/26/2013	8.394
600519 貴州茅台	4/26/2013	133.133
600585 海螺水泥	4/26/2013	16.501
600637 東方明珠	4/26/2013	19.1
600795 國電電力	4/26/2013	2.454
600837 海通證券	4/26/2013	10.331
600887 伊利股份	4/26/2013	8.979
600893 中航動力	4/26/2013	14.047
600999 招商證券	4/26/2013	11.391
601006 大秦鐵路	4/26/2013	6.03
601088 中國神華	4/26/2013	19.346
601166 興業銀行	4/26/2013	10.767
601169 北京銀行	4/26/2013	5.555
601186 中國鐵建	4/26/2013	4.843
601288 農業銀行	4/26/2013	2.245
601318 中國平安	4/26/2013	19.081
601328 交通銀行	4/26/2013	3.921
601336 新華保險	4/26/2013	23.724
601390 中國中鐵	4/26/2013	2.667
601398 工商銀行	4/26/2013	3.381
601601 中國太保	4/26/2013	17.641
601628 中國人壽	4/26/2013	16.074
601668 中國建築	4/26/2013	3.114
601669 中國電建	4/26/2013	3.029
601688 華泰證券	4/26/2013	9.156
601766 中國中車	4/26/2013	3.778
601800 中國交建	4/26/2013	4.451
601818 光大銀行	4/26/2013	2.657
601857 中國石油	4/26/2013	7.732
601901 方正證券	4/26/2013	7.147
601988 中國銀行	4/26/2013	2.412
601989 中國重工	4/26/2013	4.121
601998 中信銀行	4/26/2013	3.862
600000 浦發銀行	4/25/2013	8.36
600010 包鋼股份	4/25/2013	2.359
600015 華夏銀行	4/25/2013	5.715
600016 民生銀行	4/25/2013	7.678
600018 上港集團	4/25/2013	2.425
600028 中國石化	4/25/2013	4.572
600030 中信證券	4/25/2013	11.881
600036 招商銀行	4/25/2013	10.342
600048 保利地產	4/25/2013	7.164
600050 中國聯通	4/25/2013	3.5
600104 上汽集團	4/25/2013	12.547
600109 國金證券	4/25/2013	7.467
600111 北方稀土	4/25/2013	17.934
600150 中國船舶	4/25/2013	18.439
600518 康美藥業	4/25/2013	8.466
600519 貴州茅台	4/25/2013	135.207
600585 海螺水泥	4/25/2013	16.511
600637 東方明珠	4/25/2013	19.08
600795 國電電力	4/25/2013	2.445
600837 海通證券	4/25/2013	10.282
600887 伊利股份	4/25/2013	9.35
600893 中航動力	4/25/2013	14.047
600999 招商證券	4/25/2013	11.494
601006 大秦鐵路	4/25/2013	6.175
601088 中國神華	4/25/2013	19.535
601166 興業銀行	4/25/2013	10.809
601169 北京銀行	4/25/2013	5.441
601186 中國鐵建	4/25/2013	4.824
601288 農業銀行	4/25/2013	2.261
601318 中國平安	4/25/2013	19.239
601328 交通銀行	4/25/2013	3.937
601336 新華保險	4/25/2013	23.546
601390 中國中鐵	4/25/2013	2.677
601398 工商銀行	4/25/2013	3.406
601601 中國太保	4/25/2013	17.876
601628 中國人壽	4/25/2013	16.074
601668 中國建築	4/25/2013	3.132
601669 中國電建	4/25/2013	3.047
601688 華泰證券	4/25/2013	9.232
601766 中國中車	4/25/2013	3.816
601800 中國交建	4/25/2013	4.514
601818 光大銀行	4/25/2013	2.657
601857 中國石油	4/25/2013	7.769
601901 方正證券	4/25/2013	7.336
601988 中國銀行	4/25/2013	2.437
601989 中國重工	4/25/2013	4.327
601998 中信銀行	4/25/2013	3.89
600000 浦發銀行	4/24/2013	8.461
600010 包鋼股份	4/24/2013	2.403
600015 華夏銀行	4/24/2013	5.822
600016 民生銀行	4/24/2013	7.833
600018 上港集團	4/24/2013	2.444
600028 中國石化	4/24/2013	4.546
600030 中信證券	4/24/2013	11.976
600036 招商銀行	4/24/2013	10.41
600048 保利地產	4/24/2013	7.405
600050 中國聯通	4/24/2013	3.5
600104 上汽集團	4/24/2013	12.69
600109 國金證券	4/24/2013	7.611
600111 北方稀土	4/24/2013	18.163
600150 中國船舶	4/24/2013	18.729
600518 康美藥業	4/24/2013	8.34
600519 貴州茅台	4/24/2013	133.807
600585 海螺水泥	4/24/2013	17.157
600637 東方明珠	4/24/2013	19.658
600795 國電電力	4/24/2013	2.436
600837 海通證券	4/24/2013	10.234
600887 伊利股份	4/24/2013	9.231
600893 中航動力	4/24/2013	14.047
600999 招商證券	4/24/2013	11.504
601006 大秦鐵路	4/24/2013	6.141
601088 中國神華	4/24/2013	19.639
601166 興業銀行	4/24/2013	11.028
601169 北京銀行	4/24/2013	5.428
601186 中國鐵建	4/24/2013	4.806
601288 農業銀行	4/24/2013	2.286
601318 中國平安	4/24/2013	19.354
601328 交通銀行	4/24/2013	3.937
601336 新華保險	4/24/2013	23.546
601390 中國中鐵	4/24/2013	2.686
601398 工商銀行	4/24/2013	3.423
601601 中國太保	4/24/2013	18.205
601628 中國人壽	4/24/2013	16.352
601668 中國建築	4/24/2013	3.168
601669 中國電建	4/24/2013	3.082
601688 華泰證券	4/24/2013	9.393
601766 中國中車	4/24/2013	3.825
601800 中國交建	4/24/2013	4.541
601818 光大銀行	4/24/2013	2.693
601857 中國石油	4/24/2013	7.76
601901 方正證券	4/24/2013	7.236
601988 中國銀行	4/24/2013	2.437
601989 中國重工	4/24/2013	4.347
601998 中信銀行	4/24/2013	3.917
600000 浦發銀行	4/23/2013	8.301
600010 包鋼股份	4/23/2013	2.378
600015 華夏銀行	4/23/2013	5.687
600016 民生銀行	4/23/2013	7.547
600018 上港集團	4/23/2013	2.425
600028 中國石化	4/23/2013	4.471
600030 中信證券	4/23/2013	11.548
600036 招商銀行	4/23/2013	10.274
600048 保利地產	4/23/2013	7.269
600050 中國聯通	4/23/2013	3.385
600104 上汽集團	4/23/2013	12.733
600109 國金證券	4/23/2013	7.398
600111 北方稀土	4/23/2013	17.928
600150 中國船舶	4/23/2013	18.409
600518 康美藥業	4/23/2013	8.186
600519 貴州茅台	4/23/2013	131.465
600585 海螺水泥	4/23/2013	16.961
600637 東方明珠	4/23/2013	18.364
600795 國電電力	4/23/2013	2.41
600837 海通證券	4/23/2013	9.877
600887 伊利股份	4/23/2013	9.111
600893 中航動力	4/23/2013	14.047
600999 招商證券	4/23/2013	11.109
601006 大秦鐵路	4/23/2013	6.021
601088 中國神華	4/23/2013	19.488
601166 興業銀行	4/23/2013	10.803
601169 北京銀行	4/23/2013	5.34
601186 中國鐵建	4/23/2013	4.693
601288 農業銀行	4/23/2013	2.245
601318 中國平安	4/23/2013	19.133
601328 交通銀行	4/23/2013	3.887
601336 新華保險	4/23/2013	22.775
601390 中國中鐵	4/23/2013	2.648
601398 工商銀行	4/23/2013	3.398
601601 中國太保	4/23/2013	17.688
601628 中國人壽	4/23/2013	16.218
601668 中國建築	4/23/2013	3.141
601669 中國電建	4/23/2013	3.056
601688 華泰證券	4/23/2013	9.137
601766 中國中車	4/23/2013	3.787
601800 中國交建	4/23/2013	4.478
601818 光大銀行	4/23/2013	2.657
601857 中國石油	4/23/2013	7.723
601901 方正證券	4/23/2013	6.809
601988 中國銀行	4/23/2013	2.412
601989 中國重工	4/23/2013	4.307
601998 中信銀行	4/23/2013	3.835
600000 浦發銀行	4/22/2013	8.621
600010 包鋼股份	4/22/2013	2.443
600015 華夏銀行	4/22/2013	5.945
600016 民生銀行	4/22/2013	7.918
600018 上港集團	4/22/2013	2.462
600028 中國石化	4/22/2013	4.653
600030 中信證券	4/22/2013	12.147
600036 招商銀行	4/22/2013	10.655
